job_id	ko_path	ko_start_line	ko_end_line	ko_unit_id	unit_type	ko_excerpt	required_identifiers	en_target_paths	en_start_line	coverage_status	action	evidence_excerpt	risk	notes
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	156	179	S011-D032-U011	configure	Configure unixODBC install path and options; explain prefix, enable-gui, enable-threads	./configure --prefix=/home/unixODBC --disable-gui --enable-threads=yes; prefix; enable-gui; enable-threads; pthreads	arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	130	covered	No English change required.	English preserves the configure command, configure-output sample, prefix path semantics, GUI option, and thread option explanation.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	179	184	S011-D032-U012	warning	If enable-threads is no, isql can fail with pthread_sigmask undefined symbol	enable-threads=yes; ./isql Altiodbc; libaltibase_odbc-64bit-ul64.so; undefined symbol: pthread_sigmask	arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	147	covered	No English change required.	English preserves the isql failure example and the recommendation to use enable-threads=yes.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	185	200	S011-D032-U013	command	Run make and note possible AIX patch-level compilation errors	make; lstDelete.c; unixODBC-2.3.2; AIX; patch level	arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	156	covered	No English change required.	English preserves the make command/output block and AIX patch-level warning.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	201	212	S011-D032-U014	command	Run make install into the prefix directory and require access rights	make install; /home/unixODBC/etc/ODBCDataSources; /home/unixODBC/bin/odbc_config --header; /home/unixODBC/include/unixodbc_conf.h	arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	173	covered	No English change required.	English preserves make install semantics, prefix-directory installation, and command output identifiers.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	213	221	S011-D032-U015	validation	Check normal installation with dltest against the Altibase unix ODBC driver	cd /home/unixODBC/bin; ./dltest $ALTIBASE_HOME/lib/libaltibase_odbc-64bit-ul32.so; SUCCESS: Loaded	arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	188	covered	No English change required.	English preserves the dltest validation command and success criterion.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	223	239	S011-D032-U016	integration_intro	Set ODBCINI to point to the odbc.ini connection information file	ODBCINI; /home/unixODBC/etc/odbc.ini	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	19	covered	No English change required.	English integration page preserves the purpose and ODBCINI environment-variable setting.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	241	263	S011-D032-U017	configuration	odbc.ini example for Altiodbc DSN, driver, credentials, server, port, database, fetch, LongDataCompat, trace	[ODBC Data Sources]; Altiodbc; Driver; /altibase_home/lib/libaltibase_odbc-64bit-ul32.so; UserName; Password; Server; Port=20300; Database=mydb; FetchBufferSize=64; LongDataCompat=ON; TraceFile; Trace=1	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	31	covered	No English change required.	English preserves the odbc.ini example and all connection/trace settings.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	265	272	S011-D032-U018	configuration_table	Main ODBC setting table for Driver choices and LongDataCompat	libaltibase_odbc-64bit-ul64.so; libaltibase_odbc-64bit-ul32.so; libaltibase_odbc.so; SQLLEN; file <FileName>; LongDataCompat=ON; LOB	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	55	covered	No English change required.	English table preserves driver choices, SQLLEN distinction, 32-bit client-package note, file-bit check, and LongDataCompat behavior.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	274	286	S011-D032-U019	validation	Use odbcinst -j to check SQLLEN/SQLULEN sizes and choose driver by SQLLEN size	/home/unixODBC/bin] ./odbcinst -j; SQLULEN Size; SQLLEN Size; SQLSETPOSIROW Size; libaltibase_odbc-64bit-ul32.so; libaltibase_odbc-64bit-ul64.so	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	64	covered	No English change required.	English preserves the odbcinst output and maps SQLLEN 4 bytes to ul32 and SQLLEN 8 bytes to ul64.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	288	306	S011-D032-U020	validation	Test ODBC connection with isql and check for Connected prompt	cd /home/unixODBC/bin; ./isql Altiodbc; Connected!; SQL>	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	78	covered	No English change required.	English preserves the isql connection test and success prompt.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	308	316	S011-D032-U021	platform_note	AIX may need libodbcinst.so.1 symlink in LD_LIBRARY_PATH; SUN needs LD_LIBRARY_PATH_64 lib path	AIX; libodbcinst.so.1; libodbcinst.so; LD_LIBRARY_PATH; SUN; LD_LIBRARY_PATH_64	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	96	covered	No English change required.	English preserves the AIX library lookup/symlink remedy and SUN LD_LIBRARY_PATH_64 note.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	318	332	S011-D032-U022	trace_configuration	Enable unixODBC trace logs through odbcinst.ini [ODBC] with TraceFile and Trace	ODBCINST.INI; [ODBC]; TraceFile=/home/unixODBC/bin/trace.log; Trace=Yes; Trace=No	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	106	covered	No English change required.	English preserves the trace-log purpose, required [ODBC] DSN section, TraceFile path, and Trace Yes/No behavior.	none	S011 direct inspection.
S011	DOCK/Home/32. Altibase와 unixODBC 연동 가이드__11698379.md	333	349	S011-D032-U023	trace_example	Trace output example shows SQL_SUCCESS and SQLAllocHandle entries	trace.log; SQL_SUCCESS; __handles.c; SQLAllocHandle.c; Handle Type; Output Handle	arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	121	covered	No English change required.	English preserves the trace-output example and explains that opening trace.log shows those contents.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	1	17	S011-D051-U001	metadata	front matter, source URL, updated stamp, generated TOC	source_url; page_id; updated_at	arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	1	not_applicable	Excluded from technical coverage.	Export metadata and generated navigation are not technical ADO.NET content.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	19	38	S011-D051-U002	overview_support	Windows ADO.NET development purpose, API manual prerequisite, test environment, support contacts	WINDOWS ADO.NET; Application Program Interface User's Manual; Altibase v6.5.1; Window 7; Visual studio 2010 C#; support.altibase.com; 02-2082-1114	arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	17	covered	No English change required.	English overview preserves purpose, prerequisite manual, test environment, and support contacts.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	40	44	S011-D051-U003	boilerplate	Information-only disclaimer, roadmap discretion, and intellectual-property notice	legal disclaimer; roadmap; intellectual property	arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	0	not_applicable	Excluded from technical coverage.	Legal boilerplate does not change ADO.NET technical semantics.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	46	52	S011-D051-U004	settings_intro	Download and install Altibase.Data.AltibaseClient.dll for Windows ADO.NET application development	Altibase.Data.AltibaseClient.dll; Application Program Interface User's Manual	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	17	covered	No English change required.	English settings page preserves the DLL purpose and API manual reference.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	54	78	S011-D051-U005	concept_table	ADO.NET concept, provider/DataSet components, and class roles	OLE DB; ODBC; XML; .NET Framework Data Provider; DataSet; DataReader; DataAdapter; Connection; Command	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	21	covered	No English change required.	English preserves ADO.NET concept, the two component rows, image reference, four class rows, and later-example purpose.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	80	93	S011-D051-U006	requirements	Requirements for .NET Framework, ADO.NET-version-specific provider, Altibase CLI library, and DTC/XA service	.NET Framework 2.0; Entity Framework 3.5 SP1; .NET Data Provider; Altibase CLI library; DTC system service; XA transaction	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	43	covered	No English change required.	English preserves all four requirement bullets and version conditions.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	95	107	S011-D051-U007	download	Download ADO.NET DLL from support site LIBRARY section, use CLIENT section for server-matching version, ask Q&A for old versions	support.altibase.com; Downloads; Products; LIBRARY; altiadonetX.X.X_32/64bit.zip; CLIENT; Q&A; altiadonet6.5.1.2_64/32.zip	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	56	covered	No English change required.	English preserves download route, package names, old-version support route, images, and latest package note.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	109	117	S011-D051-U008	installation	Install Windows Client package and confirm Altibase.Data.AltibaseClient.dll and odbccli_sl.dll under %ALTIBASE_HOME%/lib	Windows Client; Altibase.Data.AltibaseClient.dll; odbccli_sl.dll; %ALTIBASE_HOME%/lib	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	68	covered	No English change required.	English preserves Windows Client installation and the two DLL file checks with path.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	119	136	S011-D051-U009	procedure	Compile in Visual Studio: create project and add Altibase.Data.AltibaseClient.dll reference	Visual Studio IDE; File->New->Project; References; Add Reference; Altibase.Data.AltibaseClient.dll; Altibase.Data.AltibaseClient	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	74	covered	No English change required.	English preserves project creation and reference-registration steps with images.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	137	146	S011-D051-U010	procedure	Make odbccli_sl.dll available through executable folder or PATH and rerun Visual Studio	odbccli_sl.dll; executable file folder; PATH; C:\altibase_client32\lib; Visual Studio	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	98	covered	No English change required.	English preserves the dependency, two placement methods, example path, and Visual Studio restart condition.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	148	158	S011-D051-U011	warning	ADO.NET library must match Visual Studio compilation bit type	Visual Studio; 64bit; 32bit; altiadonetX.X.X.X_32bit.zip; altiadonetX.X.X.X_64bit.zip; runtime error	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	112	covered	No English change required.	English preserves the bit-type warning and package selection rule.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	160	164	S011-D051-U012	completion	After installing the two files, the ADO.NET provider environment is ready	ADO.NET provider; two files	arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	122	covered	No English change required.	English preserves the preparation-complete statement.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	166	176	S011-D051-U013	development_intro	Examples for classes when connecting to Altibase in ADO.NET environment based on Visual C#	ADO.NET; Visual C#; AltibaseConnection	arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	17	covered	No English change required.	English development page preserves the class-example purpose and Visual C# basis.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	178	214	S011-D051-U014	code_example	AltibaseConnection example and connection string item table	Altibase.Data.AltibaseClient; DSN=192.168.1.35; uid=sys; pwd=manager; NLS_USE=MS949; PORT=20300; AltibaseConnection; cn.Open(); DSN; UID; PWD; PORT; NLS_USE	arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	21	covered	No English change required.	English preserves the connection example and connection information table.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	216	247	S011-D051-U015	code_example	AltibaseDataReader and AltibaseCommand date/time query example	AltibaseCommand; AltibaseDataReader; to_char(sysdate, 'yyyy-mm-dd hh:mi:ss'); dual; ExecuteReader(); dr.GetString(0)	arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	64	covered	No English change required.	English preserves the date/time query example and identifiers.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	249	279	S011-D051-U016	code_example	AltibaseDataAdapter INSERT example with parameter source columns	AltibaseDataAdapter; InsertCommand; INSERT INTO T1 VALUES (?, ?); DataTable; DataColumn; CreateParameter(); SourceColumn; da.Update(t1)	arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	94	covered	No English change required.	English preserves the INSERT DataAdapter example and parameter mapping semantics.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	281	305	S011-D051-U017	code_example	AltibaseTransaction example using BeginTransaction, ExecuteNonQuery, Commit, Rollback	AltibaseTransaction; BeginTransaction(); insert into t1 values ('viliad', 30); ExecuteNonQuery(); Commit(); Rollback()	arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	125	covered	No English change required.	English preserves the transaction example and SQL statement.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	307	328	S011-D051-U018	error	System.BadImageFormatException cause, Korean/translated error messages, and bit-matching resolution	System.BadImageFormatException; Altibase.Data.AltibaseClient.dll; odbccli_sl.dll; 32bit; 64bit; Visual Studio; Altibase ADO.NET DLL	arch/Home/Altibase Window ADO.NET Development Guide/3. Frequent Error Messages__14647579.md	13	covered	No English change required.	English preserves the error overview, cause, message, and resolution for BadImageFormatException.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	330	343	S011-D051-U019	error	System.DllNotFoundException cause, message, and PATH/executable-folder resolution	System.DllNotFoundException; Altibase.Data.AltibaseClient.dll; odbccli_sl.dll; 0x8007007E; PATH	arch/Home/Altibase Window ADO.NET Development Guide/3. Frequent Error Messages__14647579.md	41	covered	No English change required.	English preserves the DLL-not-found cause, HRESULT message, and two resolution paths.	none	S011 direct inspection.
S011	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	345	345	S011-D051-U020	attachment	Legacy ADO.NET PDF attachment URL is preserved	ALTIBASE_Windows_AOD.NET_개발가이드.pdf; https://docs.altibase.com/download/attachments/11698513/	arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	38	covered	No English change required.	English parent page preserves the Korean source PDF URL under Korean Source Attachments.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	1	17	S011-D053-U001	metadata	front matter, source URL, updated stamp, generated TOC	source_url; page_id; updated_at	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	1	not_applicable	Excluded from technical coverage.	Export metadata and generated navigation are not technical Windows ODBC content.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	19	32	S011-D053-U002	overview_support	Windows ODBC development guide purpose, Altibase 6.5.1/Windows 10 basis, Windows ODBC cutoff, support contacts	Windows; ODBC Driver; Altibase v6.5.1; Windows 10; Altibase v7.1.0; support.altibase.com; 02-2082-1114	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	21	covered	No English change required.	English overview preserves purpose, version basis, Windows 10 basis, no-Windows-ODBC-from-7.1.0 warning, and support contacts.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	34	38	S011-D053-U003	boilerplate	Information-only disclaimer, roadmap discretion, and intellectual-property notice	legal disclaimer; roadmap; intellectual property	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	0	not_applicable	Excluded from technical coverage.	Legal boilerplate does not change Windows ODBC technical semantics.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	40	52	S011-D053-U004	download	Install/download Altibase ODBC Driver from support site, up to 6.5.1, mail support for old versions	support.altibase.com; Downloads; Products; Windows ODBC; Altibase v6.5.1; support@altibase.com	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	36	covered	No English change required.	English preserves driver-install requirement, support download route, supported version cutoff, email contact, and images.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	54	62	S011-D053-U005	installation	First-time install uses Windows Client package; ODBC install screen appears	Windows Client package; Altibase ODBC; ODBC installation screen	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	54	covered	No English change required.	English preserves Windows Client package installation and notes that ODBC installation has no complicated process.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	64	78	S011-D053-U006	procedure	Register Altibase ODBC Driver through Control Panel ODBC Data Source and select ALTIBASE_HDB_ODBC_64bit	Start; Control Panel; Management Tools; ODBC Data Source (64-bit); Add; ALTIBASE_HDB_ODBC_64bit; Finish	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	66	covered	No English change required.	English preserves the Control Panel path and driver-selection procedure with images.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	80	94	S011-D053-U007	configuration_table	ODBC DSN connection settings table and Test Connection validation	Windows DSN Name; Host (name or IP); Port (default 20300); User; Password; DB Name; NLS_USE; SERVER1; 192.168.1.35; sys; manager; mydb; MS949; Test Connection	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	78	covered	No English change required.	English preserves all DSN table rows, example values, Test Connection validation, and newly added ODBC item check.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	96	102	S011-D053-U008	development_intro	ODBC driver requires little source conversion; use Windows headers and odbc32.lib	ODBC Driver; windows.h; sql.h; sqlext.h; afxdb.h; odbc32.lib	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	98	covered	No English change required.	English preserves source-conversion guidance and required headers/libraries.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	104	121	S011-D053-U009	connection_string	ODBC connection string and parameter table	DRIVER=ALTIBASE_HDB_ODBC_64bit; user=sys; password=manager; Server=127.0.0.1; PORT=20300; NLS_USE=MS949; LongDataCompat=on; Driver; User; Password; Server; Port; NLS_USE; LongDataCompat	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	106	covered	No English change required.	English preserves the connection string and parameter explanations, including LongDataCompat for BLOB/large data.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	123	149	S011-D053-U010	code_example	Visual C++ ODBC connection sample	Afx.h; Afxdb.h; stdafx.h; CDatabase; db.OpenEx; CDatabase::noOdbcDialog; AfxMessageBox; CDBException	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	125	covered	No English change required.	English preserves the Visual C++ sample and translated connection-string placeholder.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	151	188	S011-D053-U011	code_example	Visual C# ODBC connection sample	System.Data.Odbc; OdbcConnection; cn.ConnectionString; cn.Open(); OdbcException; Console.ReadLine()	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	153	covered	No English change required.	English preserves the Visual C# sample and corrected section wording.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	190	227	S011-D053-U012	code_example	Visual Basic ODBC date/time sample	Odbc.OdbcConnection; Odbc.OdbcCommand; Odbc.OdbcDataReader; SELECT TO_CHAR(SYSDATE,'YYYY-MM-DD HH:MI:SS')FROM DUAL; ExecuteReader(); GetString(0)	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	192	covered	No English change required.	English preserves the Visual Basic sample and current date/time query.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	229	248	S011-D053-U013	lob_warning	LOB use requires Non-AutoCommit; otherwise NULL or autocommit LOB error can occur	LOB; Non-AutoCommit; Connection is in autocommit mode. One can not operate on LOB datas with autocommit mode on.; BLOB; BINARY_LENGTH; Byte[]	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	230	covered	No English change required.	English preserves the Non-AutoCommit requirement, error text, and BLOB insert/select explanation.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	249	267	S011-D053-U014	code_example	BLOB INSERT example uses FileStream, Byte[], OdbcTransaction, parameters, ExecuteNonQuery, Commit	BLOB INSERT; FileStream; c:\test.dat; Byte[] blob; BeginTransaction(); INSERT INTO T1 (C1, C2) VALUES (?, ?); OdbcType.Int; OdbcType.Binary; ExecuteNonQuery(); Commit()	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	250	covered	No English change required.	English preserves the BLOB INSERT sample and transaction/parameter semantics.	none	S011 direct inspection.
S011	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	269	288	S011-D053-U015	code_example	BLOB SELECT example gets binary length and writes file	BLOB SELECT; SELECT binary_length(C2), C2 FROM T1; OdbcDataReader; GetInt32(0); Byte[] ff; GetBytes; FileMode.CreateNew; FileAccess.Write	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	270	covered	No English change required.	English preserves the BLOB SELECT sample and file-write logic.	none	S011 direct inspection.
