job_id	ko_path	ko_start_line	ko_end_line	ko_unit_id	unit_type	ko_excerpt	required_identifiers	en_target_paths	en_start_line	coverage_status	action	evidence_excerpt	risk	notes
S019	DOCK/Home/21. Altibase 디스크I_O 병목을 고려한 볼륨구성 가이드__11698408.md	407	407	S019-D021-U003	document_attachment	2015.11 버전 : [201511_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf](https://docs.altibase.com/download/attachments/11698408/201511_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5%A8%EA...	201511_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf; https://docs.altibase.com/download/attachments/11698408/201511_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5%A8%EA%B5%AC%EC%84%B1_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1701925177000&api=v2	arch/Home/Configuration Guide For Minimizing Disk I_O Contention__22643018.md	354	covered	No English change required; URL-backed document-format link is preserved exactly in English target.	- 2015.11 version: [201511_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf](https://docs.altibase.com/download/attachments/11698408/201511_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5...	none	Document-format extensions checked: .pdf .ppt .pptx .doc .docx .xls .xlsx .zip.
S019	DOCK/Home/21. Altibase 디스크I_O 병목을 고려한 볼륨구성 가이드__11698408.md	409	409	S019-D021-U004	document_attachment	2009.12 버전 : [200912_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf](https://docs.altibase.com/download/attachments/11698408/200912_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5%A8%EA...	200912_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf; https://docs.altibase.com/download/attachments/11698408/200912_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5%A8%EA%B5%AC%EC%84%B1_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1701925145000&api=v2	arch/Home/Configuration Guide For Minimizing Disk I_O Contention__22643018.md	355	covered	No English change required; URL-backed document-format link is preserved exactly in English target.	- 2009.12 version: [200912_ALTIBASE_디스크IO_병목을_고려한_볼륨구성_가이드.pdf](https://docs.altibase.com/download/attachments/11698408/200912_ALTIBASE_%EB%94%94%EC%8A%A4%ED%81%ACIO_%EB%B3%91%EB%AA%A9%EC%9D%84_%EA%B3%A0%EB%A0%A4%ED%95%9C_%EB%B3%BC%EB%A5...	none	Document-format extensions checked: .pdf .ppt .pptx .doc .docx .xls .xlsx .zip.
S019	DOCK/Home/22. Altibase 운영을 위한 Solaris 설정 가이드__11698415.md	34	34	S019-D022-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/Solaris Setup Guide for Altibase__14058290.md; arch/Home/Solaris Setup Guide for Altibase/1. Kernel Parameters__22643040.md; arch/Home/Solaris Setup Guide for Altibase/2. User Settings__14058294.md; arch/Home/Solaris Setup Guide for Altibase/3. Summary__14058296.md		not_applicable	No English change required; generic Korean support-portal boilerplate is not required in the English target.	Korean support portal boilerplate only; no technical procedure, attachment, or source URL content depends on this link.	nontechnical support portal boilerplate	Top-of-document technical-support boilerplate is nontechnical for KO->EN semantic coverage.
S019	DOCK/Home/23. Altibase 운영을 위한 HPUX 설정 가이드__14057733.md	29	29	S019-D023-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/HPUX Setup Guide for Altibase__14058288.md		not_applicable	No English change required; generic Korean support-portal boilerplate is not required in the English target.	Korean support portal boilerplate only; no technical procedure, attachment, or source URL content depends on this link.	nontechnical support portal boilerplate	Top-of-document technical-support boilerplate is nontechnical for KO->EN semantic coverage.
S019	DOCK/Home/24. Altibase 운영을 위한 AIX 설정 가이드__13436846.md	31	31	S019-D024-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/AIX Setup Guide for Altibase__14058298.md		not_applicable	No English change required; generic Korean support-portal boilerplate is not required in the English target.	Korean support portal boilerplate only; no technical procedure, attachment, or source URL content depends on this link.	nontechnical support portal boilerplate	Top-of-document technical-support boilerplate is nontechnical for KO->EN semantic coverage.
S019	DOCK/Home/24. Altibase 운영을 위한 AIX 설정 가이드__13436846.md	309	309	S019-D024-U002	external_reference	[http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577](http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577)	http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577; http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577	arch/Home/AIX Setup Guide for Altibase__14058298.md	261	covered	No English change required.	[http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577](http://www-01.ibm.com/support/docview.wss?uid=swg1IV28577)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/25. Altibase 데이터베이스 생성 가이드__13436812.md	29	29	S019-D025-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/Creating ALTIBASE Database__22643020.md	33	covered	No English change required.	- Technical support portal: [http://support.altibase.com](http://support.altibase.com/)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/25. Altibase 데이터베이스 생성 가이드__13436812.md	195	195	S019-D025-U002	document_attachment	[ALTIBASE_버전별_DB_생성_가이드.pdf](https://docs.altibase.com/download/attachments/13436812/ALTIBASE_%EB%B2%84%EC%A0%84%EB%B3%84_DB_%EC%83%9D%EC%84%B1_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=2&modificationDate=1758150003000&api=v2)	ALTIBASE_버전별_DB_생성_가이드.pdf; https://docs.altibase.com/download/attachments/13436812/ALTIBASE_%EB%B2%84%EC%A0%84%EB%B3%84_DB_%EC%83%9D%EC%84%B1_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=2&modificationDate=1758150003000&api=v2	arch/Home/Creating ALTIBASE Database__22643020.md	200	covered	No English change required; URL-backed document-format link is preserved exactly in English target.	- [Korean source attachment 1 (PDF)](https://docs.altibase.com/download/attachments/13436812/ALTIBASE_%EB%B2%84%EC%A0%84%EB%B3%84_DB_%EC%83%9D%EC%84%B1_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=2&modificationDate=1758150003000&api=v2)	none	Document-format extensions checked: .pdf .ppt .pptx .doc .docx .xls .xlsx .zip.
S019	DOCK/Home/26. Altibase 기본적인 장애대응 절차__13435879.md	31	31	S019-D026-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/Responding to Failures Guide for Altibase__15138818.md; arch/Home/Responding to Failures Guide for Altibase/1. Classification by type of failure__15138822.md; arch/Home/Responding to Failures Guide for Altibase/2. Procedure by type of failure__15138835.md; arch/Home/Responding to Failures Guide for Altibase/3. References__15138869.md	31	covered	No English change required.	- Technical support portal: [http://support.altibase.com/en/](http://support.altibase.com/en/)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/26. Altibase 기본적인 장애대응 절차__13435879.md	78	78	S019-D026-U002	external_reference	위 정보를 Altibase 기술지원 홈페이지 [http://support.altibase.com](http://support.altibase.com)를 통해 Altibase에 전달할 경우 담당 엔지니어가 도착하기 전까지 Altibase 기술본부 내부에서 문제에 대한 원인 파악을 하는데 많은 정보로서 활용될 수 있다. ($ALTIBASE_HOME은 시스템에 설치된 Altibase 제품의 설치 경로를 의미한다.)	http://support.altibase.com; http://support.altibase.com	arch/Home/Responding to Failures Guide for Altibase__15138818.md; arch/Home/Responding to Failures Guide for Altibase/1. Classification by type of failure__15138822.md; arch/Home/Responding to Failures Guide for Altibase/2. Procedure by type of failure__15138835.md; arch/Home/Responding to Failures Guide for Altibase/3. References__15138869.md	31	covered	No English change required.	- Technical support portal: [http://support.altibase.com/en/](http://support.altibase.com/en/)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/26. Altibase 기본적인 장애대응 절차__13435879.md	101	101	S019-D026-U003	external_reference	1. 필요한 로그 및 정보를 취합하여 [http://support.altibase.com](http://support.altibase.com) 으로 로그 및 정보를 첨부하여 문의하도록 한다. (긴급 장애에 명시된 제공정보 참고)	http://support.altibase.com; http://support.altibase.com	arch/Home/Responding to Failures Guide for Altibase__15138818.md; arch/Home/Responding to Failures Guide for Altibase/1. Classification by type of failure__15138822.md; arch/Home/Responding to Failures Guide for Altibase/2. Procedure by type of failure__15138835.md; arch/Home/Responding to Failures Guide for Altibase/3. References__15138869.md	31	covered	No English change required.	- Technical support portal: [http://support.altibase.com/en/](http://support.altibase.com/en/)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/26. Altibase 기본적인 장애대응 절차__13435879.md	294	294	S019-D026-U004	external_reference	[http://support.altibase.com](http://support.altibase.com/) 사이트에서는 기술지원요청 접수 및 처리, 원격 지원, 최신 패치 버전 제공, 라이센스발급, 기타 Q&A 및 기술문서 등을 받아 볼 수 있다.	http://support.altibase.com; http://support.altibase.com/	arch/Home/Responding to Failures Guide for Altibase__15138818.md; arch/Home/Responding to Failures Guide for Altibase/1. Classification by type of failure__15138822.md; arch/Home/Responding to Failures Guide for Altibase/2. Procedure by type of failure__15138835.md; arch/Home/Responding to Failures Guide for Altibase/3. References__15138869.md	31	covered	No English change required.	- Technical support portal: [http://support.altibase.com/en/](http://support.altibase.com/en/)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/27. Altibase 이중화 구성 가이드__13828098.md	40	40	S019-D027-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/Altibase Replication Configuration Guide__14647672.md	38	covered	No English change required.	- Technical support portal: [http://support.altibase.com](http://support.altibase.com/) > Technical Knowledge > Q&A	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/28. Altibase TOMCAT 연동가이드__7341030.md	33	33	S019-D028-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/TOMCAT Integration Guide for Altibase__14058489.md; arch/Home/TOMCAT Integration Guide for Altibase/1. TOMCAT Installation__14058491.md; arch/Home/TOMCAT Integration Guide for Altibase/2. JDBC Driver Configuration__14058500.md; arch/Home/TOMCAT Integration Guide for Altibase/3. Integrating ALTIBASE and TOMCAT__14058506.md; arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md; arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md; arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	21	covered	No English change required.	- Technical support portal: [http://support.altibase.com](http://support.altibase.com/) > Technical Knowledge > Q&A	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/28. Altibase TOMCAT 연동가이드__7341030.md	52	52	S019-D028-U002	external_reference	[http://tomcat.apache.org/download-70.cgi](http://tomcat.apache.org/download-70.cgi) 사이트에 방문하여 최근 release된 TOMCAT 바이너리 파일을 다운받는다.( apache-tomcat-7.0.56.tar.gz)	http://tomcat.apache.org/download-70.cgi; http://tomcat.apache.org/download-70.cgi	arch/Home/TOMCAT Integration Guide for Altibase__14058489.md; arch/Home/TOMCAT Integration Guide for Altibase/1. TOMCAT Installation__14058491.md; arch/Home/TOMCAT Integration Guide for Altibase/2. JDBC Driver Configuration__14058500.md; arch/Home/TOMCAT Integration Guide for Altibase/3. Integrating ALTIBASE and TOMCAT__14058506.md; arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md; arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md; arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	27	covered	No English change required.	Go to [http://tomcat.apache.org/download-70.cgi](http://tomcat.apache.org/download-70.cgi) site and download the recently released TOMCAT binary file (apache-tomcat-7.0.56.tar.gz).	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/28. Altibase TOMCAT 연동가이드__7341030.md	461	461	S019-D028-U003	external_reference	참고 : [http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html](http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html)	http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html; http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html	arch/Home/TOMCAT Integration Guide for Altibase__14058489.md; arch/Home/TOMCAT Integration Guide for Altibase/1. TOMCAT Installation__14058491.md; arch/Home/TOMCAT Integration Guide for Altibase/2. JDBC Driver Configuration__14058500.md; arch/Home/TOMCAT Integration Guide for Altibase/3. Integrating ALTIBASE and TOMCAT__14058506.md; arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md; arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md; arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	72	covered	No English change required.	Reference: [http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html](http://tomcat.apache.org/tomcat-5.5-doc/config/valve.html)	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/28. Altibase TOMCAT 연동가이드__7341030.md	545	545	S019-D028-U004	document_attachment	[ALTIBASE_TOMCAT연동_가이드.pdf](https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1417566911000&api=v2)	ALTIBASE_TOMCAT연동_가이드.pdf; https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1417566911000&api=v2	arch/Home/TOMCAT Integration Guide for Altibase__14058489.md; arch/Home/TOMCAT Integration Guide for Altibase/1. TOMCAT Installation__14058491.md; arch/Home/TOMCAT Integration Guide for Altibase/2. JDBC Driver Configuration__14058500.md; arch/Home/TOMCAT Integration Guide for Altibase/3. Integrating ALTIBASE and TOMCAT__14058506.md; arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md; arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md; arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	28	covered	No English change required; URL-backed document-format link is preserved exactly in English target.	- [Korean source attachment 1 (PDF)](https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1417566911000&api=v2)	none	Document-format extensions checked: .pdf .ppt .pptx .doc .docx .xls .xlsx .zip.
S019	DOCK/Home/28. Altibase TOMCAT 연동가이드__7341030.md	547	547	S019-D028-U005	document_attachment	구버전 : [ALTIBASE_TOMCAT_연동_가이드_5.5.pdf](https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT_%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C_5.5.pdf?version=1&modificationDate=1417599249000&api=v2) (Tomcat v5.5 or v6.0)	ALTIBASE_TOMCAT_연동_가이드_5.5.pdf; https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT_%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C_5.5.pdf?version=1&modificationDate=1417599249000&api=v2	arch/Home/TOMCAT Integration Guide for Altibase__14058489.md; arch/Home/TOMCAT Integration Guide for Altibase/1. TOMCAT Installation__14058491.md; arch/Home/TOMCAT Integration Guide for Altibase/2. JDBC Driver Configuration__14058500.md; arch/Home/TOMCAT Integration Guide for Altibase/3. Integrating ALTIBASE and TOMCAT__14058506.md; arch/Home/TOMCAT Integration Guide for Altibase/4. Fail-Over Configuration__14058508.md; arch/Home/TOMCAT Integration Guide for Altibase/5. Considerations when integrating TOMCAT__22643044.md; arch/Home/TOMCAT Integration Guide for Altibase/6. Errors when integrating TOMCAT__14058515.md	29	covered	No English change required; URL-backed document-format link is preserved exactly in English target.	- [Korean source attachment 2 (PDF)](https://docs.altibase.com/download/attachments/7341030/ALTIBASE_TOMCAT_%EC%97%B0%EB%8F%99_%EA%B0%80%EC%9D%B4%EB%93%9C_5.5.pdf?version=1&modificationDate=1417599249000&api=v2)	none	Document-format extensions checked: .pdf .ppt .pptx .doc .docx .xls .xlsx .zip.
S019	DOCK/Home/29. Altibase JEUS 연동가이드__7341028.md	27	27	S019-D029-U001	external_reference	- 기술지원포털 : [http://support.altibase.com](http://support.altibase.com/) ▶ 기술 지식 ▶ Q&A	http://support.altibase.com; http://support.altibase.com/	arch/Home/JEUS Integration Guide for Altibase__14058459.md; arch/Home/JEUS Integration Guide for Altibase/1. JEUS Installation__14058463.md; arch/Home/JEUS Integration Guide for Altibase/2. Integrating ALTIBASE and JEUS__14058474.md; arch/Home/JEUS Integration Guide for Altibase/3. Sample Examples__14058486.md	25	covered	No English change required.	- Technical support portal: [http://support.altibase.com](http://support.altibase.com/) > Technical Knowledge > Q&A	none	S019 direct link/attachment inspection across technical mapping inventory.
S019	DOCK/Home/29. Altibase JEUS 연동가이드__7341028.md	657	657	S019-D029-U002	legacy_hash_label	JEUSMain.xml 파일의 <database> ~ </database> 사이에 직접 추가해도 되며, WebAdmin을 사용하는 경우에는 Datasource를 생성하거나 수정 시에 [연결풀](legacy-hash-placeholder)  [고급 선택사항](legacy-hash-placeholder)을 클릭한 후에 해당 값을 설정하면 된다.	연결풀; #	arch/Home/JEUS Integration Guide for Altibase__14058459.md; arch/Home/JEUS Integration Guide for Altibase/1. JEUS Installation__14058463.md; arch/Home/JEUS Integration Guide for Altibase/2. Integrating ALTIBASE and JEUS__14058474.md; arch/Home/JEUS Integration Guide for Altibase/3. Sample Examples__14058486.md	17	source_limitation	Recorded source limitation; no URL invented.	- [JDBC Driver](#id-2.IntegratingALTIBASEandJEUS-JDBCDriver) - [JDBC Driver Setting](#id-2.IntegratingALTIBASEandJEUS-JDBCDriverSetting) - [Connection Pooling](#id-2.IntegratingALTIBASEandJEUS-ConnectionPooling) - [1. Better Performance]...	no resolvable URL in Korean source	Legacy # placeholder in Korean source; English must preserve text/filename without creating a fake URL.
