scope	ko_path	en_target_paths	attachment_label	extension	ko_url	en_url	status	action	risk	notes
technical	DOCK/Home/33. Altibase 개발자교육__19333461.md	arch/Home/Altibase Developer Training__22642996.md	Altibase_개발자교육_v1.pptx	.pptx	https://docs.altibase.com/download/attachments/19333461/Altibase_%EA%B0%9C%EB%B0%9C%EC%9E%90%EA%B5%90%EC%9C%A1_v1.pptx?version=5&modificationDate=1759191535000&api=v2	https://docs.altibase.com/download/attachments/19333461/Altibase_%EA%B0%9C%EB%B0%9C%EC%9E%90%EA%B5%90%EC%9C%A1_v1.pptx?version=5&modificationDate=1759191535000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D033-U002).
technical	DOCK/Home/33. Altibase 개발자교육__19333461.md	arch/Home/Altibase Developer Training__22642996.md	D33_ALTIBASE5_개발자교육.pdf	.pdf	https://docs.altibase.com/download/attachments/19333461/D33_ALTIBASE5_%EA%B0%9C%EB%B0%9C%EC%9E%90%EA%B5%90%EC%9C%A1.pdf?version=2&modificationDate=1697612224000&api=v2	https://docs.altibase.com/download/attachments/19333461/D33_ALTIBASE5_%EA%B0%9C%EB%B0%9C%EC%9E%90%EA%B5%90%EC%9C%A1.pdf?version=2&modificationDate=1697612224000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D033-U003).
technical	DOCK/Home/37. Altibase SQL 튜닝 가이드__19333563.md	arch/Home/Altibase SQL Tuning Guide__22643010.md	D68_Altibase_SQL_Tuning_Guide.pdf	.pdf	https://docs.altibase.com/download/attachments/19333563/D68_Altibase_SQL_Tuning_Guide.pdf?version=1&modificationDate=1697696104000&api=v2	https://docs.altibase.com/download/attachments/19333563/D68_Altibase_SQL_Tuning_Guide.pdf?version=1&modificationDate=1697696104000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D037-U002).
technical	DOCK/Home/38. Altibase VC 2008 개발가이드__19333567.md	arch/Home/Altibase VC 2008 Development Guide__19333567.md	ALTIBASE_VC_2008_개발가이드.zip	.zip	https://docs.altibase.com/download/attachments/19333567/ALTIBASE_VC_2008_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.zip?version=1&modificationDate=1697696674000&api=v2	https://docs.altibase.com/download/attachments/19333567/ALTIBASE_VC_2008_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.zip?version=1&modificationDate=1697696674000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D038-U002).
technical	DOCK/Home/39. Altibase, Oracle 비교 자료__14058137.md	arch/Home/Altibase_Oracle Comparison__16875638.md	ALTIBASE_ORACLE_비교자료.pdf	.pdf	https://docs.altibase.com/download/attachments/14058137/ALTIBASE_ORACLE_%EB%B9%84%EA%B5%90%EC%9E%90%EB%A3%8C.pdf?version=1&modificationDate=1697697201000&api=v2	https://docs.altibase.com/download/attachments/14058137/ALTIBASE_ORACLE_%EB%B9%84%EA%B5%90%EC%9E%90%EB%A3%8C.pdf?version=1&modificationDate=1697697201000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D039-U002).
technical	DOCK/Home/41. Altibase Quick Install & Start for UNIX__13436834.md	arch/Home/Altibase Quick Install & Start for UNIX__16875604.md	ALTIBASE_Quick_Install_Start_for_UNIX.pdf	.pdf	https://docs.altibase.com/download/attachments/13436834/ALTIBASE_Quick_Install_Start_for_UNIX.pdf?version=1&modificationDate=1697762511000&api=v2	https://docs.altibase.com/download/attachments/13436834/ALTIBASE_Quick_Install_Start_for_UNIX.pdf?version=1&modificationDate=1697762511000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D041-U006).
technical	DOCK/Home/42. Altibase 설치 시 발생할 수 있는 문제상황과 조치__13437056.md	arch/Home/Troubleshooting Altibase Installation Problems__15138879.md	ALTIBASE_설치_시_발생할_수_있는_문제상황과_조치.pdf	.pdf	https://docs.altibase.com/download/attachments/13437056/ALTIBASE_%EC%84%A4%EC%B9%98_%EC%8B%9C_%EB%B0%9C%EC%83%9D%ED%95%A0_%EC%88%98_%EC%9E%88%EB%8A%94_%EB%AC%B8%EC%A0%9C%EC%83%81%ED%99%A9%EA%B3%BC_%EC%A1%B0%EC%B9%98.pdf?version=1&modificationDate=1697764061000&api=v2	https://docs.altibase.com/download/attachments/13437056/ALTIBASE_%EC%84%A4%EC%B9%98_%EC%8B%9C_%EB%B0%9C%EC%83%9D%ED%95%A0_%EC%88%98_%EC%9E%88%EB%8A%94_%EB%AC%B8%EC%A0%9C%EC%83%81%ED%99%A9%EA%B3%BC_%EC%A1%B0%EC%B9%98.pdf?version=1&modificationDate=1697764061000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D042-U003).
technical	DOCK/Home/43. Altibase STARTUP _ STOP 과정의 이해__13434993.md	arch/Home/Understanding the Altibase Start_Shut down Process__14909450.md; arch/Home/Understanding the Altibase Start_Shut down Process/1. Starting Altibase__14909452.md; arch/Home/Understanding the Altibase Start_Shut down Process/2. Shutting Altibase Down__14909483.md	ALTIBASE_STARTUP_STOP_과정의이해.pdf	.pdf	https://docs.altibase.com/download/attachments/13434993/ALTIBASE_STARTUP_STOP_%EA%B3%BC%EC%A0%95%EC%9D%98%EC%9D%B4%ED%95%B4.pdf?version=1&modificationDate=1697766276000&api=v2	https://docs.altibase.com/download/attachments/13434993/ALTIBASE_STARTUP_STOP_%EA%B3%BC%EC%A0%95%EC%9D%98%EC%9D%B4%ED%95%B4.pdf?version=1&modificationDate=1697766276000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D043-U002).
technical	DOCK/Home/45. Altibase 운영을 위한 시스템 리소스 용량산정 가이드__14057887.md	arch/Home/System Data Capacity Estimation Guide for Altibase Operations__22643042.md	ALTIBASE_운영을_위한_시스템_리소스_용량산정_가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/14057887/ALTIBASE_%EC%9A%B4%EC%98%81%EC%9D%84_%EC%9C%84%ED%95%9C_%EC%8B%9C%EC%8A%A4%ED%85%9C_%EB%A6%AC%EC%86%8C%EC%8A%A4_%EC%9A%A9%EB%9F%89%EC%82%B0%EC%A0%95_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698048077000&api=v2	https://docs.altibase.com/download/attachments/14057887/ALTIBASE_%EC%9A%B4%EC%98%81%EC%9D%84_%EC%9C%84%ED%95%9C_%EC%8B%9C%EC%8A%A4%ED%85%9C_%EB%A6%AC%EC%86%8C%EC%8A%A4_%EC%9A%A9%EB%9F%89%EC%82%B0%EC%A0%95_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698048077000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D045-U002).
technical	DOCK/Home/47. 문제분석을 위한 OS별 유틸리티 사용 가이드__13436866.md	arch/Home/Utility Guide for each OS for Problem Analysis__16875587.md	ALTIBASE_문제분석을_위한_OS별_유틸리티_사용_가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/13436866/ALTIBASE_%EB%AC%B8%EC%A0%9C%EB%B6%84%EC%84%9D%EC%9D%84_%EC%9C%84%ED%95%9C_OS%EB%B3%84_%EC%9C%A0%ED%8B%B8%EB%A6%AC%ED%8B%B0_%EC%82%AC%EC%9A%A9_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698050117000&api=v2	https://docs.altibase.com/download/attachments/13436866/ALTIBASE_%EB%AC%B8%EC%A0%9C%EB%B6%84%EC%84%9D%EC%9D%84_%EC%9C%84%ED%95%9C_OS%EB%B3%84_%EC%9C%A0%ED%8B%B8%EB%A6%AC%ED%8B%B0_%EC%82%AC%EC%9A%A9_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698050117000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D047-U002).
technical	DOCK/Home/48. UNIX Memory Management__13436842.md	arch/Home/UNIX Memory Management__16875572.md	UNIX_Memory_Management.pdf	.pdf	https://docs.altibase.com/download/attachments/13436842/UNIX_Memory_Management.pdf?version=1&modificationDate=1698104488000&api=v2	https://docs.altibase.com/download/attachments/13436842/UNIX_Memory_Management.pdf?version=1&modificationDate=1698104488000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D048-U002).
technical	DOCK/Home/49. Altibase 이중화 제약사항 가이드__19333729.md	arch/Home/Altibase Replication Constraints Guide__22643008.md	ALTIBASE_이중화_제약사항_가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/19333729/ALTIBASE_%EC%9D%B4%EC%A4%91%ED%99%94_%EC%A0%9C%EC%95%BD%EC%82%AC%ED%95%AD_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698111415000&api=v2	https://docs.altibase.com/download/attachments/19333729/ALTIBASE_%EC%9D%B4%EC%A4%91%ED%99%94_%EC%A0%9C%EC%95%BD%EC%82%AC%ED%95%AD_%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698111415000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D049-U002).
technical	DOCK/Home/50. Altibase 백업정책 결정을 위한 고려사항__14057586.md	arch/Home/Considerations for Altibase Backup Policy__14647709.md; arch/Home/Considerations for Altibase Backup Policy/1. Backup Types__14647714.md; arch/Home/Considerations for Altibase Backup Policy/2. Considerations for Determining Backup Policy__14647722.md; arch/Home/Considerations for Altibase Backup Policy/3. Summary (Considerations for Altibase Backup Policy)__14647728.md	ALTIBASE_백업정책_결정을_위한_고려사항.pdf	.pdf	https://docs.altibase.com/download/attachments/14057586/ALTIBASE_%EB%B0%B1%EC%97%85%EC%A0%95%EC%B1%85_%EA%B2%B0%EC%A0%95%EC%9D%84_%EC%9C%84%ED%95%9C_%EA%B3%A0%EB%A0%A4%EC%82%AC%ED%95%AD.pdf?version=1&modificationDate=1698113791000&api=v2	https://docs.altibase.com/download/attachments/14057586/ALTIBASE_%EB%B0%B1%EC%97%85%EC%A0%95%EC%B1%85_%EA%B2%B0%EC%A0%95%EC%9D%84_%EC%9C%84%ED%95%9C_%EA%B3%A0%EB%A0%A4%EC%82%AC%ED%95%AD.pdf?version=1&modificationDate=1698113791000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D050-U003).
technical	DOCK/Home/51. Altibase window ADO.NET 개발 가이드__11698513.md	arch/Home/Altibase Window ADO.NET Development Guide__14647565.md; arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md; arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md; arch/Home/Altibase Window ADO.NET Development Guide/3. Frequent Error Messages__14647579.md	ALTIBASE_Windows_AOD.NET_개발가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/11698513/ALTIBASE_Windows_AOD.NET_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698127982000&api=v2	https://docs.altibase.com/download/attachments/11698513/ALTIBASE_Windows_AOD.NET_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698127982000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D051-U005).
technical	DOCK/Home/52. Altibase WebSphere 연동 가이드__13435602.md	arch/Home/WebSphere Integration Guide for Altibase__14058343.md	ALTIBASE_Websphere_연동가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/13435602/ALTIBASE_Websphere_%EC%97%B0%EB%8F%99%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698197781000&api=v2	https://docs.altibase.com/download/attachments/13435602/ALTIBASE_Websphere_%EC%97%B0%EB%8F%99%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698197781000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D052-U005).
technical	DOCK/Home/53. Windows 환경의 Altibase ODBC 개발 가이드__13436856.md	arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	ALTIBASE_Windows_ODBC_개발가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/13436856/ALTIBASE_Windows_ODBC_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698199482000&api=v2	https://docs.altibase.com/download/attachments/13436856/ALTIBASE_Windows_ODBC_%EA%B0%9C%EB%B0%9C%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1698199482000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D053-U005).
technical	DOCK/Home/54. Altibase Spring 연동 가이드__7340945.md	arch/Home/Spring Integration Guide for Altibase__14058410.md; arch/Home/Spring Integration Guide for Altibase/1. What is Spring__14058412.md; arch/Home/Spring Integration Guide for Altibase/2. Setting before Developing Spring__14058420.md; arch/Home/Spring Integration Guide for Altibase/3. Setting up JDBC Driver__14058424.md; arch/Home/Spring Integration Guide for Altibase/4. Configuring DataSource__14058429.md; arch/Home/Spring Integration Guide for Altibase/5. Additional Connection__14058433.md; arch/Home/Spring Integration Guide for Altibase/6. Transaction Manager__14058437.md; arch/Home/Spring Integration Guide for Altibase/7. Considerations_Notes for Spring Integration__14058445.md; arch/Home/Spring Integration Guide for Altibase/8. Appendix - HelloSpring__14058449.md	ALTIBASE_Spring_연동가이드.pdf	.pdf	https://docs.altibase.com/download/attachments/7340945/ALTIBASE_Spring_%EC%97%B0%EB%8F%99%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1417566993000&api=v2	https://docs.altibase.com/download/attachments/7340945/ALTIBASE_Spring_%EC%97%B0%EB%8F%99%EA%B0%80%EC%9D%B4%EB%93%9C.pdf?version=1&modificationDate=1417566993000&api=v2	preserved_url	No English change required; exact Korean-source URL is preserved in the mapped arch/Home target set.	none	Verified against live DOCK/Home source, doc-mapping.tsv target(s), and S019 evidence (S019-D054-U003).
